deal_name,restaurant_name,location_name,match_confidence,restaurant_id,restaurant_group_id,restaurant_group_name,fly_allocation
Padoca Bakery - New Deal,Padoca Bakery - 67,Lenox Hill,83.7%,dd8f7548-9316-4bd9-9d84-5e889accccd6,a8b2f212-bc66-4c26-80a0-d26f6a7ead08,Padoca Bakery,"500,000"
Padoca Bakery (Lenox Hill),Padoca Bakery - 67,Lenox Hill,90.0%,dd8f7548-9316-4bd9-9d84-5e889accccd6,a8b2f212-bc66-4c26-80a0-d26f6a7ead08,Padoca Bakery,"500,000"
Spicy Moon East Village,Spicy Moon,Chelsea,90.6%,6f0e2833-d311-44ad-8f46-0929d46f7996,da935a47-f1c3-4491-af5d-c23fcd3b563f,Spicy Moon,"500,000"
Spicy Moon (West Village),Spicy Moon,Chelsea,90.6%,6f0e2833-d311-44ad-8f46-0929d46f7996,da935a47-f1c3-4491-af5d-c23fcd3b563f,Spicy Moon,"500,000"
Spicy Moon - Chelsea,Spicy Moon,Chelsea,91.4%,6f0e2833-d311-44ad-8f46-0929d46f7996,da935a47-f1c3-4491-af5d-c23fcd3b563f,Spicy Moon,"500,000"
Rory's Rooftop,Rook Rooftop,RiNo,86.9%,ade810f4-30d1-43cc-9b0d-c827140264c0,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"250,000"
Tacombi - Bethesda,Tacombi,Financial District,90.9%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Tacombi - Arlington,Tacombi,Financial District,88.3%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Oxomoco - New Deal,Oxomoco,Greenpoint,85.9%,5d1410f3-69ed-4fbb-8b39-ba02ac3b949e,921df105-4fab-4b8c-82ba-7ef8e55db0e7,Speedy Romeo,"250,000"
Saturn Road - New Deal,Saturn Road,Cobble Hill,91.0%,20aa10a7-feac-4f5c-8c5c-fd46bc5d621b,c24cc730-2233-4931-b698-36e34ec43d27,Saturn Road,"250,000"
Tacombi - Westport,Tacombi,Financial District,90.9%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Peasant - New Deal,Peasant,Nolita,85.9%,1f27acf7-bbb7-4855-b423-9721ff613d50,4f0b4f64-1d1e-4af3-b88f-14e93240eacb,Apres Cru,"500,000"
MOKYO - New Deal,Mokyo,East Village,87.6%,7c7e3999-754f-4f77-b2c5-86073780b52d,21fafd0a-8e9e-4b60-8c5d-b4486d7a90e8,Mokyo / Thursday Kitchen,"250,000"
Taco Boy - Summerville,Taco Boy,Downtown,87.1%,3a2fe785-392b-4dfd-ac37-b58f06693fe5,dcd6fd21-f7ef-481d-ad65-ba20ebce56d8,Taco Boy / Park & Grove,"500,000"
Sesame Burgers & Beer - Mt. Pleasant - Mt. Pleasant,Sesame Burgers and Beer,Mt. Pleasant,82.6%,2a2d5b7a-9589-4dd3-83c8-5f51dcbfb520,5da42aa8-f3cf-4f61-9962-4dbc31bb6776,Glowfisch Hospitality,"250,000"
Pastai - New Deal,Pastai,Chelsea,82.1%,8a94ebb5-5e7c-4673-baa7-4665ebe0a56a,50319939-f1e3-4bc6-b2a5-bc2e54b02831,Pastai,0
Attaboy - New Deal,Attaboy,Lower East Side,85.9%,a0764262-dbba-4a83-9d3b-7a37eda5dcb3,67829338-bc96-4832-8038-8bddb2b47ca6,Attaboy,"250,000"
Little More - New Deal,Little More,Little More,91.0%,bce9d870-a1b2-4750-80b5-050dd82dfe2f,c7ce4471-e490-493b-8c85-d2709b648ce0,Little More,"250,000"
Momoya Soho- New Deal,Momoya,SoHo,81.2%,480790b6-58b6-4782-9868-db510a127de3,6cf6a366-c460-4972-82c1-4f8e79bc17b8,Momoya,"250,000"
Mano a Mano - New Deal,Mano a Mano,Logan Square,91.0%,10b0ac38-1a01-4163-8776-1154d90ce6dd,b8d1188d-8e54-4544-9fae-252d6369e027,Eat Well Hospitality,"250,000"
Emblem - New Deal,Emblem,Williamsburg,82.1%,dd50d551-baee-4ece-b987-7ee8f443aa5e,e561f7f5-88a7-4d5b-be6a-8e5d6f5a8c89,Emblem,"250,000"
Miznon - The Hugh,Miznon,Chelsea,90.6%,8cd3c015-bb67-4639-999c-9a75e064287b,911dfde3-a6f0-461c-bc3e-5cc82ff9c0ce,The Good People Group,"250,000"
Shmone Wine Bar,Shmoné Wine,Greenwich Village,86.9%,772eeb6c-0090-45b6-bdda-e5ba2e9c44bc,911dfde3-a6f0-461c-bc3e-5cc82ff9c0ce,The Good People Group,"250,000"
Miznon Chelsea Market,Friedman's Chelsea Market,Friedmans Chelsea Market,83.9%,365f2175-2f96-4296-9ab2-47d250e2898f,fcab5650-6899-4643-912b-ac602728d0e0,Friedman's,"250,000"
Levantine - New Deal,Levantine,East Williamsburg,91.7%,f0392e8f-779d-4bfa-9af2-2a563a39c874,a69e38cb-d31c-42eb-b057-2672ea1e2b58,Levantine,"250,000"
Deccan House,Pecking House,Chinatown,82.0%,5ada383a-1811-403e-b824-eb6002a337bd,62f0bfe6-9e0e-45d7-810f-56e7914c3ca7,Pecking House,"250,000"
Postcard - New Deal,Postcard,West Village,89.0%,73b0cd74-b84e-4bbc-9252-9bd76c4a3124,f9e2e4c6-d17e-4839-931d-68ccdc14e082,Nami Nori and Postcard,"250,000"
Birdee - New Deal,Birdee,Williamsburg,82.1%,e0c81b08-1909-4ae9-8326-289c2fbacc8d,7c435f30-a2ba-4393-83ee-86aff33a72e1,Saga Hospitality Group,"250,000"
Passerine - New Deal,Passerine,Flatiron,91.7%,e4ff4096-1a94-44c7-829d-349a7b69f74d,eb2da6b9-70d1-4d35-b36d-4b1d9d84b69b,Passerine,"250,000"
Polly's Cafe Rodgers Ave - New Deal,Polly's Cafe,Crown Heights,88.3%,1a3827bb-d692-4e53-809f-426131bff5ad,3df55958-2e40-45a2-b1d3-1712c72f2a00,Polly's Cafe,"500,000"
Polly's Cafe Classon Ave - New Deal,Polly's Cafe,Crown Heights,88.3%,1a3827bb-d692-4e53-809f-426131bff5ad,3df55958-2e40-45a2-b1d3-1712c72f2a00,Polly's Cafe,"250,000"
Blind Tiger - New Deal,Blind Tiger,West Village,91.0%,0b8ba2a7-9b62-4ffc-af58-780cbcbe8423,20b47dc3-d8ec-4bd7-bb48-d529f9548e8b,Blind Tiger,"250,000"
Indigo - New Deal,Indigo,Marina,82.1%,6d54ae82-f4a0-478e-bc9f-88f78d46283e,3e08432a-dd35-4918-bd5e-0c5b1b02a225,Indigo,"500,000"
Unregular Pizza Union Square - New Deal,Unregular Pizza,Lower East Side,82.7%,8679d471-40a0-46b8-b41b-7d18c249226b,8cf91e48-faf9-4df5-9552-f46a0bd0d1cd,Unregular Pizza,"1,000,000"
Cafe Ora,Cafe Patoro,Financial District,83.7%,2c79c548-c5da-4bd9-bdf5-6dce67b8afb2,e8826aad-776b-4f6b-843a-4e79484068b4,Cafe Patoro,"200,000"
Golden Owl Tavern,Goldie's Tavern,Chelsea,91.2%,db146718-fa00-4bdb-8e1a-c2978c523b2f,c6198d66-7c44-4e7c-a1fe-a61a21f5179f,Goldies/Little Dipper,"200,000"
Asbury Lanes,The Mary Lane,West Village,86.2%,31ece492-eb0a-4946-8fed-7fa9bb05fe34,8093a865-0fb0-4489-8c24-88eeb5c9036f,Blackfoot Hospitality,"200,000"
Vintage Rooftop,Stars Rooftop,Radcliffborough,81.4%,cf4d5678-3f71-4d7d-b805-513297ceca24,5ebb6cfa-091f-4ea4-807b-22cbe4a15f3a,Rudy Royale / Stars / Lillian's,"200,000"
Urban Farmer Portland,Urban Farmer Denver,LoDo,85.0%,71718bda-61aa-493f-9a76-35458d3dbbfd,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
The Original,Little Original Joe's,Marina,80.2%,83ea0413-0dc9-4991-afab-eb0dfb7b24c4,617e2307-6c12-45e1-962b-b6497fab3a60,Original Joe's Group,"200,000"
Little Summer,Little More,Little More,85.0%,bce9d870-a1b2-4750-80b5-050dd82dfe2f,c7ce4471-e490-493b-8c85-d2709b648ce0,Little More,"200,000"
Pizzette - New Deal,Pizzette,Williamsburg,89.0%,5e476598-04c9-40e9-af04-d623ae785abd,62de990a-110c-4fcf-966a-573c01d1258e,Pizzette,"250,000"
Howells - New Deal,Howells,Marina,85.9%,d1c13efa-6495-472d-be13-1e71d2166195,7fa791c8-db0b-48fa-832f-dd13b6b9d4a3,Howells,"250,000"
Misirizzi,Misi,Misi,86.5%,7a99172c-833d-4a15-92fe-71e89cb17ba6,53e0ab26-afb7-4936-94e8-b752b77dc4b6,Grovehouse Hospitality Group,"250,000"
Moby's - New Deal,Moby's,Amagansett,87.1%,4de85a0b-da9d-4c88-b611-b0f7580154e8,4a0e264d-bc32-4718-8053-ac0a183defb0,Brass / Moby's,"250,000"
Caffe Sport - New Deal,Caffe Sport,North Beach,91.0%,400dccf7-0917-43c7-8750-20fda21ba3e1,38ded44c-08a2-4c81-92aa-0ceeb2998ee8,Caffe Sport Group,"250,000"
Last Drop Tavern,Andros Taverna,Logan Square,83.3%,7d952882-e0a2-4be7-ba63-a1cc418d03f1,b8d1188d-8e54-4544-9fae-252d6369e027,Eat Well Hospitality,"250,000"
Cohche Comedor - New Deal,Coche Comedor,Amagansett,82.2%,c780fb06-8720-48fc-a3b5-d8d792dab2b1,d350c077-3db0-48a5-9cde-874d9aa93044,Honest Man Hospitality,"250,000"
Costa,CO Restaurant,Radcliffborough,82.1%,47556a2a-1fe9-45da-9719-5c332b2b3609,a7cdd59e-2cf5-47f6-8dce-c0f083cedbbb,CO Restaurant,"250,000"
The Ten Bells BK - New Deal,The Ten Bells,Lower East Side,85.0%,d1b9ca4e-4015-4d25-bca8-ee4ef34a803e,0ce33b30-08bd-470d-96b6-40084f69f35d,The Ten Bells,"250,000"
La Newyorkina (Red Hook) - New Deal,La Newyorkina,Meatpacking,84.1%,12f6b968-ef3d-42bc-8a3a-365def88f167,9eaddf20-157d-40fd-a46d-e5d17aef26ee,La Newyorkina,"250,000"
La Newyorkina (HighLine) - New Deal,La Newyorkina,Meatpacking,84.1%,12f6b968-ef3d-42bc-8a3a-365def88f167,9eaddf20-157d-40fd-a46d-e5d17aef26ee,La Newyorkina,"250,000"
Carissa's the Bakery - Bay Street Sag Harbor,Carissa's Bakery,Amagansett,84.3%,e637971f-536b-47a5-91ba-cddad208e73c,ac4e7347-43e8-4b9a-b67d-2f00844b0369,Carissa's,"250,000"
Carissa's the Bakery - Newtown East Hampton,Carissa's Bakery,Amagansett,90.4%,e637971f-536b-47a5-91ba-cddad208e73c,ac4e7347-43e8-4b9a-b67d-2f00844b0369,Carissa's,"250,000"
Bar Six - New Deal,Bar Six,Greenwich Village,90.9%,28887ce9-8a7f-4347-a7dd-f71c98c376a3,86d0b759-0c16-49fa-8627-d40f165ac09a,Bar Six,"250,000"
"California Kahve (Lincoln, Presidio) - New Deal",California Kahve,California Kahve,90.2%,9b1d16fa-0b2d-4197-a306-583e3405f7ab,b91064e5-81c0-4ffb-a745-8ae194807f99,California Khave,"500,000"
Tolo - New Deal,Tolo,Lower East Side,82.1%,554dd5e3-cb3c-415b-8d8f-23973373a903,e8b3b1d6-929c-4ee6-8457-9740a8290d9c,Parcelle,"250,000"
Mitsuru - New Deal,Mitsuru,Greenwich Village,85.9%,6c782b7d-5481-4a9a-91f8-60967697797d,e8b3b1d6-929c-4ee6-8457-9740a8290d9c,Parcelle,"250,000"
Aftermath - New Deal,Aftermath,Ridgewood,91.7%,00221d4f-9bfe-412f-8fc9-1e930b22c01e,ca424774-a65e-4b7d-9476-7c99d595644c,Aftermath,"250,000"
Rintaro - New Deal,Rintaro,Mission,85.9%,3db65045-237f-4b31-8bc3-72ffa182ef34,89b26cdf-ac95-423d-8eed-44dcfbc9966d,Rintaro,"250,000"
"886 (886, WenWen)",Wenwen,Greenpoint,90.0%,417d4e02-fd69-4dd7-bab3-1fd73a909a9a,7a00f980-5ed0-4542-9aa1-4c041595876a,eighteightsix,"250,000"
Ilis - New Deal,ILIS,ILIS,82.1%,1a8906d6-8b8f-4197-b28f-2cc60f97c050,cebaad7f-c139-46e9-81da-3eb16cb0a751,Ilis,"250,000"
THE SANDWICH BOARD - Family Style,The Sandwich Board x Complex,Industry City,80.6%,4dbd4cfd-5a2b-44f4-8880-626faefd9231,4a9fa8aa-87eb-4173-b955-95dc817a6e6b,The Sandwich Board,0
Lunch (Lobster Roll Restaurant) - Southampton,Lobster Roll Restaurant,Amagansett,87.1%,62b2c5bc-7c46-470b-9596-f9078a05d724,b974a961-4dae-48bd-8699-9bbfa4719cf4,Lunch Lobster Roll,"250,000"
BLT Prime (NYC) - New Deal,BLT Prime,Upper East Side,83.1%,33e3e1ce-1863-47fe-a15b-533c6760277f,d01f8c4b-d24e-4188-aeaa-1a65d2b7d2a6,BLT Prime,"250,000"
KUMISO - New Deal,KUMISO,East Hampton,82.1%,db6e61cc-0c59-412b-9d8e-2f3d5ffb21d3,b934c7d1-235a-4871-905d-5c00d7945f45,Tip Top Hospitality,"250,000"
Smokey Buns - New Deal,Smokey Buns,East Hampton,91.0%,27c20ee3-181d-45ac-977c-6986218bd2bf,b934c7d1-235a-4871-905d-5c00d7945f45,Tip Top Hospitality,"250,000"
K Pasa - New Deal,K Pasa,Sag harbor,87.1%,55ac659b-bd1b-4fa2-8be5-6196e5dd1ce4,b934c7d1-235a-4871-905d-5c00d7945f45,Tip Top Hospitality,"250,000"
Pil Pil - New Deal,Pil Pil,Upper East Side,85.9%,41c27a90-a52a-4238-b059-e89003ce79ff,78319e9b-40c9-4291-9936-0b1f96e3f9eb,Pil Pil,"250,000"
Dive Bar Pizza Slice Counter - New Deal,Dive Bar Pizza,Montauk,89.9%,9686e6ff-b576-45d4-bf4c-729fb743f13b,56d54500-b9c2-46cf-893b-d0299103a0dc,Dive Bar Pizza,0
Spike's Coffee & Teas - New Deal,Spike's Coffees and Teas,The Castro,83.1%,f4d71985-b946-435b-8494-f09da8e1551d,3cd5c8e0-2e2c-4a78-88b4-9f28d8d41aa1,Spike's Coffee & Teas,"250,000"
Frasca Food and Wine,Frasca,Pearl Street,81.2%,e0ccc49d-042c-4833-88fe-1b6d7b930187,69c8aaf5-9553-43c5-be69-e6dcc12ecf10,Frasca,"250,000"
Bresca,Briscola,Crown Heights,81.4%,db4a0287-fcc3-4d19-8cc3-547475a7d715,64ce2401-7a33-4400-8cad-683078ad24fc,LaRina,"250,000"
QUATORZE - New Deal,Quatorze,Upper East Side,89.0%,2930e5f4-cf35-40f6-9646-ee4927727a56,f99a9497-8caa-4a6c-86f7-a84ea6d25247,Quatorze,"250,000"
Petite Cerise,Petit Merle,SoHo,85.0%,75a07bf3-8fbf-4d25-9b10-b1193c713dce,c5cce5b7-6655-4007-a983-a02047a8e537,FLYBAR - Demo,"250,000"
Chi Restaurant,Tonchin,Midtown,85.0%,c04b0e3d-82a7-48d7-bb54-ea595cc3baf3,925a9c78-ed64-4df0-bd4a-124b8f64947b,Tonchin,"250,000"
Friedman's,Freemans,East Village,87.8%,0444ad46-2269-464e-b722-8d63fe938a2c,0a061081-19d9-4457-ada4-823b7f4be0ed,Banzarbar / Freemans,"250,000"
Friedmans Hell's Kitchen - New Deal,Criollas Hell's Kitchen,Hell's Kitchen,87.9%,45f037e6-a037-4bc9-a068-070ff1c11d83,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"250,000"
Upstate Stock Cafe - New Deal,Upstate Stock,Williamsburg,90.0%,b88e03d2-f19c-441f-b10f-9c5ee077fc44,f0fbfccb-af1c-48a5-acff-e764b57b61ef,Upstate Stock Cafe,"250,000"
Heavy Woods - New Deal,Heavy Woods,Bushwick,91.0%,406343e0-197f-42d4-a3e3-ca0d09af1cf6,25f324f0-6fbd-4441-9a30-da52aba598a8,Heavy Woods,"250,000"
Fish N Beer - New Deal,Fish N Beer,RiNo,91.0%,94ad49c5-c5ed-4979-bc03-a65478160a49,09be19c2-8471-499c-8dc5-8b2f0f29d5af,Fish N Beer,"250,000"
Misi - New Deal,Misi,Misi,82.1%,7a99172c-833d-4a15-92fe-71e89cb17ba6,53e0ab26-afb7-4936-94e8-b752b77dc4b6,Grovehouse Hospitality Group,"250,000"
Lilia - New Deal,Lilia,Williamsburg,87.6%,e949ad29-247f-4783-9dcc-f51be1e9439c,53e0ab26-afb7-4936-94e8-b752b77dc4b6,Grovehouse Hospitality Group,"250,000"
Yingtao - New Deal,Yingtao,Hell's Kitchen,85.9%,6af13a72-bf3c-49cd-90f2-61d800576193,cfa18872-9c8c-4b42-bc12-47b28dba2f7e,Ying Tao,"250,000"
Le Farfalle - New Deal,Le Farfalle,Harleston Village,91.0%,31bd1fa1-f53c-47e8-b773-3bb50c7e22bc,7d086e0c-ddb9-4f29-a68f-e9a69c036384,Le Farfalle / Porchetta Shop,"250,000"
Lafayette,Lafayette Grand Café & Bakery,NoHo,85.0%,36d6c31a-b9ff-4377-ae14-dab006053dfd,5ef43215-f93d-420f-9bb0-266151d1be1f,Noho Hospitality Group,"200,000"
Little Fino,The Little Pig,Boerum Hill,86.2%,c8f80562-4eec-41e1-9250-aa00330f2570,a56edc29-606f-44e6-b3da-146b6054a54c,The Little Pig,"200,000"
Bar Torino,Bar Amorina,Cherry Creek,86.2%,6d2b1e6a-08ac-4e0e-8529-6da079a9ab6b,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"200,000"
The Brakeman,Bateman's,East Village,80.6%,7e4589c7-8820-4423-91e1-c4127d259ea7,37d2b495-4625-4534-954f-f7a85286b52d,Bateman's,"200,000"
Evelina - New Deal,Evelina,Fort Greene,85.9%,2b41aa2c-c319-4733-898c-ea442e919f6b,717bf5fe-eb99-4341-8b5a-5036ac967054,Evelina,"250,000"
Maison May - New Deal,Maison May Kitchen,Fort Greene,84.9%,6a87ade1-c33e-4152-9d5e-77e868d968de,03b3c095-2087-4115-a073-908ef412ef2d,Maison May,"250,000"
Phil’s - New Deal,Phil’s,Bushwick,87.1%,d043113b-e73c-4a05-afd1-b0c00068b9b4,0f1672cf-031b-4894-bef0-d32209899196,Phil's,"250,000"
The Post Boulder,Post House,Mt. Pleasant,82.7%,4baadc40-8d69-4c1c-a7b5-12623032938f,14513b97-63b2-4874-8b17-e69a089d2dfc,Basic Projects,"250,000"
Mister Oso Boulder,Mister Oso,Boulder Area,91.4%,617a497d-01d6-4bc3-a112-34c0122d8454,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Aviano,Asano,Upper East Side,82.7%,ec8bb022-2126-495e-b781-47b35e16078a,cb7b4aec-18b1-455e-b2a5-8aac059e9496,Sandro's,"250,000"
Maloya - New Deal,Maloya,Bushwick,82.1%,d4128f71-784a-44bb-8cd1-850c772a4751,ff52dd1a-20b8-4c53-a33b-6bc9a934e9be,Maloya,"250,000"
Laliko - New Deal,Laliko,West Village,82.1%,cef6cae2-05bd-4a77-aeee-cc8c823d53c0,b12fd644-82e2-43c3-90fe-4ee357f2ee9d,Laliko,"250,000"
Cart Driver - New Deal,Cart Driver,LoHi,91.0%,7799acb4-64bb-4f21-9918-13fb8cb37ed2,6e61f646-d0a1-4bf5-a199-cefe21897f3f,Cart Driver,"500,000"
Lucky Tiger - New Deal,Lucky Tiger,Financial District,91.0%,b87c417e-0cb8-4f22-ac0c-1a809ab85157,0f098ffe-79ba-424b-a13d-92bdd1123556,Lucky Tiger,"250,000"
Za-Ya - New Deal,Za-Ya,Bushwick,82.6%,62d51cc7-69bd-4527-934f-b1573cb5fe57,0b5cef84-2e09-45c7-b04b-3033b605fdd5,Za-Ya,"250,000"
River & Woods (Boulder),River and Woods,Pearl Street,89.7%,d161e167-d58d-4124-a1bd-068e1df3459c,0f4eff05-a11b-4ea7-8192-c0fa2a8be9c7,River and Woods,"250,000"
Milk Bar West Village - New Deal,Criollas West Village,West Village,82.7%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,0
Milk Bar Nolita - New Deal,Milk Bar,Nolita,85.0%,198efc70-de8e-45a5-bafb-baa561cd870f,2b0a9f84-145b-4733-8498-d1dc35f37d4e,Milk Bar,0
Milk Bar DC - New Deal,Milk Bar,Nolita,82.1%,198efc70-de8e-45a5-bafb-baa561cd870f,2b0a9f84-145b-4733-8498-d1dc35f37d4e,Milk Bar,0
Milk Bar LA - New Deal,Milk Bar,Nolita,82.1%,198efc70-de8e-45a5-bafb-baa561cd870f,2b0a9f84-145b-4733-8498-d1dc35f37d4e,Milk Bar,0
Designer's Collab (Coffee shop) - New Deal,designers collab coffee.,Williamsburg,85.4%,ec8b2dbb-1202-4fc0-acc7-d7123443f163,230ebdd2-ddab-485f-b950-2a1c61bee59f,Designers Collab,"250,000"
manuela-nyc.com - New Deal,Manuela,SoHo,80.2%,f70bc0ea-406a-407f-a684-94c2e6f46e68,ccd0361b-3cde-4a64-81b8-b5c640848270,Manuela,"250,000"
Radio Kwara - New Deal,Radio Kwara,Clinton Hill,91.0%,ec95786b-6de4-4a58-9e06-dc03b5de7f64,71b83629-ffb8-40ca-a458-6520a3ddb4c6,Radio Kwara,"250,000"
Valla Table - New Deal,Valla Table,Hell's Kitchen,91.0%,2945d50e-6dde-4280-b90f-b6d9698ff05d,c2de6ed5-67c3-4b06-a747-24b327a995da,Valla Table,"250,000"
Left Hand Coffee MBH - New Deal,Left Hand Coffee,Montauk,91.1%,c16ff93b-8112-46b6-abbd-70c30f686f34,821a478c-ef94-47d7-aead-470462644bc7,Montauk Coffee Company,"250,000"
The Hamilton - New Deal,The Hamilton,Upper West Side,89.0%,33cf2c29-1142-4ec2-9870-4bfbd1464245,8c4ba9d5-2607-4669-9978-3a6c648679cc,The Hamilton,"250,000"
The Hunterian - New Deal,The Hunterian,Upper East Side,91.7%,331011d5-2d85-4f45-95f1-3e8a847d5ab4,1a337757-ce35-4b06-b894-61c234ea1973,The Hunterian,"250,000"
Caledonia Bar (UWS) - New Deal,Caledonia Bar,Upper East Side,91.7%,2e4dd69e-a207-49dd-a637-1eab8cf6ea13,99c7df4c-8557-427b-884a-858d09926c05,Caledonia Bar,"250,000"
The Homestead - New Deal,The Homestead,Mission,91.7%,3cf65b38-2cd4-4f49-b9bf-c87541153207,0096b31c-c92c-4d5d-87a6-441327809bdb,The Homestead,"250,000"
Hirohisa - New Deal,Hirohisa,SoHo,89.0%,3fa212fd-b877-48de-81f8-9fff8ae56fa3,ed6ae953-9421-4369-b274-7bdca46451e7,Hirohisa,"250,000"
Sushi Ikumi - New Deal,Sushi Ikumi,SoHo,91.0%,bf92739b-8402-43f2-b47b-59a654040469,0f0a3542-8572-4621-9477-719be0080a24,Sushi Ikumi,"250,000"
The Musket Room - New Deal,The Musket Room,Nolita,91.0%,21429244-ae0d-41fa-b485-7c4f657aa2cd,22a8a95d-7cf3-48d0-91a6-601204255504,Raf's,"250,000"
"Tacolicious (24th, SF) - New Deal",Tacolicious,Marina,91.4%,a31cd0b5-bdd7-4d26-b8c5-8ce4c187d247,ef897494-78f5-428a-88f0-54f85e80729b,Tacolicious Group,"250,000"
Tacolicious (P.A.) - New Deal,Tacolicious,Marina,87.9%,a31cd0b5-bdd7-4d26-b8c5-8ce4c187d247,ef897494-78f5-428a-88f0-54f85e80729b,Tacolicious Group,"250,000"
Santa Panza - New Deal,Santa Panza,Bushwick,91.0%,5b28569d-dc4c-4abb-8768-44e81ed0475d,c762b374-85b4-4408-b464-634caca66d66,Santa Panza,"250,000"
"NY', 'Bar Freda - New Deal",Bar Freda,Ridgewood,85.0%,2f3fbbe4-6afc-42c9-966e-c03835cc711f,19f91156-54d7-44c9-99ea-be1509b406c9,Bar Freda,0
Juanita Greenberg's (Mt. Pleasant) - New Deal,Juanita Greenberg's Nacho Royale,Mt. Pleasant,83.9%,3d35421a-2876-4c64-a2de-ca89d8089314,b3fa622e-587c-4e02-83ec-941e3df9a9d2,Juanita Greenberg's Nacho Royale,"250,000"
Bar Francis - New Deal,Bar Francis,Clinton Hill,91.0%,b4e4b60f-16e4-473a-bba7-1fc7abf94561,13e3331b-e118-4afe-9760-12348e02d405,Bar Francis,"250,000"
BierWax - New Deal,BierWax,Prospect Heights,85.9%,0c31c810-e23b-4578-8c96-f47405040a51,d2f0db0a-2d54-4c95-a28c-8b1710f4bbed,Bierwax,"250,000"
GERTIE Williamsburg,Veselka Williamsburg,Williamsburg,86.9%,5a02aa66-fc07-4b42-b412-c13515a47316,a5197cd6-00a1-408a-9e6e-a2669e1c6417,Veselka,"250,000"
